Pattern String,Frequency,Sequence Support,Average Pattern Frequency,Proportional Pattern Frequency
ACCDA,11,0.266666667,0.733333333,3.20E-04
ACCFF,7,0.266666667,0.466666667,2.03E-04
ACCFC,5,0.266666667,0.333333333,1.45E-04
ACCEE,9,0.266666667,0.6,2.62E-04
ACCBD,5,0.266666667,0.333333333,1.45E-04
EEAED,4,0.266666667,0.266666667,1.16E-04
ACCAF,7,0.266666667,0.466666667,2.03E-04
ACCAD,8,0.266666667,0.533333333,2.33E-04
HAFFF,6,0.266666667,0.4,1.74E-04
CHHAC,6,0.266666667,0.4,1.74E-04
HADDD,5,0.266666667,0.333333333,1.45E-04
ACEBB,4,0.266666667,0.266666667,1.16E-04
ACEBA,5,0.266666667,0.333333333,1.45E-04
ACEAC,7,0.266666667,0.466666667,2.03E-04
EFFFD,6,0.266666667,0.4,1.74E-04
CACEA,7,0.266666667,0.466666667,2.03E-04
DCCCD,8,0.266666667,0.533333333,2.33E-04
DDFFD,4,0.266666667,0.266666667,1.16E-04
DDFFB,6,0.266666667,0.4,1.74E-04
DCCCB,4,0.266666667,0.266666667,1.16E-04
DCCCA,22,0.266666667,1.466666667,6.39E-04
DDFFA,6,0.266666667,0.4,1.74E-04
EECAD,8,0.266666667,0.533333333,2.33E-04
CACFA,5,0.266666667,0.333333333,1.45E-04
CBFFC,4,0.266666667,0.266666667,1.16E-04
DDFDD,11,0.266666667,0.733333333,3.20E-04
DCCBC,6,0.266666667,0.4,1.74E-04
CACBC,4,0.266666667,0.266666667,1.16E-04
FAADA,4,0.266666667,0.266666667,1.16E-04
FAAAF,19,0.266666667,1.266666667,5.52E-04
FAAAH,5,0.266666667,0.333333333,1.45E-04
CFACC,6,0.266666667,0.4,1.74E-04
ABACC,7,0.266666667,0.466666667,2.03E-04
ABACA,7,0.266666667,0.466666667,2.03E-04
CFABB,4,0.266666667,0.266666667,1.16E-04
ABABA,11,0.266666667,0.733333333,3.20E-04
ABAAC,10,0.266666667,0.666666667,2.91E-04
ACDDB,5,0.266666667,0.333333333,1.45E-04
ACDCC,6,0.266666667,0.4,1.74E-04
ACDCA,5,0.266666667,0.333333333,1.45E-04
FFADD,4,0.266666667,0.266666667,1.16E-04
FFADC,4,0.266666667,0.266666667,1.16E-04
FFADA,4,0.266666667,0.266666667,1.16E-04
ABCAB,5,0.266666667,0.333333333,1.45E-04
ABCAE,4,0.266666667,0.266666667,1.16E-04
ACFCB,4,0.266666667,0.266666667,1.16E-04
ACFCA,4,0.266666667,0.266666667,1.16E-04
FFABC,4,0.266666667,0.266666667,1.16E-04
FFABB,9,0.266666667,0.6,2.62E-04
FFAAC,8,0.266666667,0.533333333,2.33E-04
CADEC,5,0.266666667,0.333333333,1.45E-04
CADEA,8,0.266666667,0.533333333,2.33E-04
EEDAE,4,0.266666667,0.266666667,1.16E-04
DBAAD,5,0.266666667,0.333333333,1.45E-04
DCDDA,7,0.266666667,0.466666667,2.03E-04
CADCB,5,0.266666667,0.333333333,1.45E-04
DCDAC,4,0.266666667,0.266666667,1.16E-04
CADDE,4,0.266666667,0.266666667,1.16E-04
CADAE,4,0.266666667,0.266666667,1.16E-04
AGAAA,11,0.266666667,0.733333333,3.20E-04
CADBB,6,0.266666667,0.4,1.74E-04
FABAA,4,0.266666667,0.266666667,1.16E-04
BDBDD,4,0.266666667,0.266666667,1.16E-04
CFBDD,4,0.266666667,0.266666667,1.16E-04
CHHHA,8,0.266666667,0.533333333,2.33E-04
CFBBA,4,0.266666667,0.266666667,1.16E-04
ABBFF,4,0.266666667,0.266666667,1.16E-04
BEEDD,6,0.266666667,0.4,1.74E-04
ACECC,4,0.266666667,0.266666667,1.16E-04
BDBBA,9,0.266666667,0.6,2.62E-04
BEEAA,4,0.266666667,0.266666667,1.16E-04
ABBCD,5,0.266666667,0.333333333,1.45E-04
CHHCC,5,0.266666667,0.333333333,1.45E-04
ABDAA,4,0.266666667,0.266666667,1.16E-04
BDDAC,4,0.266666667,0.266666667,1.16E-04
BDDAE,4,0.266666667,0.266666667,1.16E-04
FHHHA,5,0.266666667,0.333333333,1.45E-04
DBBDC,4,0.266666667,0.266666667,1.16E-04
DBBDB,4,0.266666667,0.266666667,1.16E-04
DBBBF,5,0.266666667,0.333333333,1.45E-04
DCEED,8,0.266666667,0.533333333,2.33E-04
DCEEA,5,0.266666667,0.333333333,1.45E-04
EEECD,4,0.266666667,0.266666667,1.16E-04
DBBCD,6,0.266666667,0.4,1.74E-04
DBBCC,9,0.266666667,0.6,2.62E-04
CAEEB,5,0.266666667,0.333333333,1.45E-04
CAEBB,5,0.266666667,0.333333333,1.45E-04
DDHAD,4,0.266666667,0.266666667,1.16E-04
CFCBC,5,0.266666667,0.333333333,1.45E-04
CFCBD,6,0.266666667,0.4,1.74E-04
BDCBB,6,0.266666667,0.4,1.74E-04
ABCCA,7,0.266666667,0.466666667,2.03E-04
ABCCB,5,0.266666667,0.333333333,1.45E-04
ABCBA,4,0.266666667,0.266666667,1.16E-04
CFCAD,4,0.266666667,0.266666667,1.16E-04
FFAHA,4,0.266666667,0.266666667,1.16E-04
ABCFC,5,0.266666667,0.333333333,1.45E-04
BDCAA,5,0.266666667,0.333333333,1.45E-04
ABCDD,6,0.266666667,0.4,1.74E-04
FFAFF,13,0.266666667,0.866666667,3.78E-04
BBBEEC,5,0.266666667,0.333333333,1.45E-04
BBABBD,6,0.266666667,0.4,1.74E-04
BBBEEE,7,0.266666667,0.466666667,2.04E-04
BBABAA,8,0.266666667,0.533333333,2.33E-04
BBABAB,9,0.266666667,0.6,2.62E-04
BAAHHH,4,0.266666667,0.266666667,1.16E-04
DHHHHD,5,0.266666667,0.333333333,1.45E-04
BCCBBC,6,0.266666667,0.4,1.74E-04
BCCBAA,4,0.266666667,0.266666667,1.16E-04
AACCAE,5,0.266666667,0.333333333,1.45E-04
AACCAC,7,0.266666667,0.466666667,2.04E-04
AACCCA,11,0.266666667,0.733333333,3.20E-04
AACCDA,5,0.266666667,0.333333333,1.45E-04
CFFCCC,5,0.266666667,0.333333333,1.45E-04
ECDDDD,4,0.266666667,0.266666667,1.16E-04
AACCEA,4,0.266666667,0.266666667,1.16E-04
ECDDAA,6,0.266666667,0.4,1.74E-04
BBBFAD,4,0.266666667,0.266666667,1.16E-04
BBBDCD,4,0.266666667,0.266666667,1.16E-04
BCDDAD,5,0.266666667,0.333333333,1.45E-04
BBBDAA,5,0.266666667,0.333333333,1.45E-04
BBBDAB,4,0.266666667,0.266666667,1.16E-04
BCCAAD,4,0.266666667,0.266666667,1.16E-04
HHCADC,5,0.266666667,0.333333333,1.45E-04
BBAACA,4,0.266666667,0.266666667,1.16E-04
BBBDDC,5,0.266666667,0.333333333,1.45E-04
DACADD,4,0.266666667,0.266666667,1.16E-04
HHDDDD,9,0.266666667,0.6,2.62E-04
DADDCC,6,0.266666667,0.4,1.74E-04
FFFCCF,4,0.266666667,0.266666667,1.16E-04
AABAAE,5,0.266666667,0.333333333,1.45E-04
AACDDC,5,0.266666667,0.333333333,1.45E-04
AACDAD,5,0.266666667,0.333333333,1.45E-04
AABAHH,4,0.266666667,0.266666667,1.16E-04
HHCAAA,5,0.266666667,0.333333333,1.45E-04
BBBEAB,4,0.266666667,0.266666667,1.16E-04
BBADDA,4,0.266666667,0.266666667,1.16E-04
BCCDAC,4,0.266666667,0.266666667,1.16E-04
AACFAA,4,0.266666667,0.266666667,1.16E-04
AABBAD,5,0.266666667,0.333333333,1.45E-04
AABBCA,5,0.266666667,0.333333333,1.45E-04
AABBCC,5,0.266666667,0.333333333,1.45E-04
ABDBBB,5,0.266666667,0.333333333,1.45E-04
AABBDD,5,0.266666667,0.333333333,1.45E-04
AACEAC,4,0.266666667,0.266666667,1.16E-04
AFABBB,4,0.266666667,0.266666667,1.16E-04
EBBBBC,4,0.266666667,0.266666667,1.16E-04
EBBBBB,16,0.266666667,1.066666667,4.65E-04
BBACDD,4,0.266666667,0.266666667,1.16E-04
BCCCCA,6,0.266666667,0.4,1.74E-04
BBACCA,6,0.266666667,0.4,1.74E-04
BBACCC,6,0.266666667,0.4,1.74E-04
BCCCAA,5,0.266666667,0.333333333,1.45E-04
BBACBB,4,0.266666667,0.266666667,1.16E-04
BBACAA,4,0.266666667,0.266666667,1.16E-04
BCCCFC,4,0.266666667,0.266666667,1.16E-04
HHFHHH,5,0.266666667,0.333333333,1.45E-04
BBACFF,5,0.266666667,0.333333333,1.45E-04
BBACFA,4,0.266666667,0.266666667,1.16E-04
CDAAAC,4,0.266666667,0.266666667,1.16E-04
ACFCBB,4,0.266666667,0.266666667,1.16E-04
CDAAFA,4,0.266666667,0.266666667,1.16E-04
CDAAHH,4,0.266666667,0.266666667,1.16E-04
BBADAA,6,0.266666667,0.4,1.74E-04
DADADD,5,0.266666667,0.333333333,1.45E-04
BBBAAC,6,0.266666667,0.4,1.74E-04
BBBAAD,6,0.266666667,0.4,1.74E-04
BBBAAE,7,0.266666667,0.466666667,2.04E-04
AEABBB,11,0.266666667,0.733333333,3.20E-04
BBBABA,8,0.266666667,0.533333333,2.33E-04
BBBABB,22,0.266666667,1.466666667,6.40E-04
HHDAAA,4,0.266666667,0.266666667,1.16E-04
BBCDAA,4,0.266666667,0.266666667,1.16E-04
DADAAA,8,0.266666667,0.533333333,2.33E-04
BAADDD,8,0.266666667,0.533333333,2.33E-04
FDDDAA,4,0.266666667,0.266666667,1.16E-04
BBBADC,7,0.266666667,0.466666667,2.04E-04
BBBACC,8,0.266666667,0.533333333,2.33E-04
HAAAAE,4,0.266666667,0.266666667,1.16E-04
HAAABB,4,0.266666667,0.266666667,1.16E-04
CCABBC,4,0.266666667,0.266666667,1.16E-04
CEEBBB,6,0.266666667,0.4,1.74E-04
ABHHHH,5,0.266666667,0.333333333,1.45E-04
EAACAA,5,0.266666667,0.333333333,1.45E-04
HAAADD,5,0.266666667,0.333333333,1.45E-04
AADBAA,5,0.266666667,0.333333333,1.45E-04
BBCCCA,7,0.266666667,0.466666667,2.04E-04
BBCCAB,4,0.266666667,0.266666667,1.16E-04
AFCCBB,4,0.266666667,0.266666667,1.16E-04
AADCAA,4,0.266666667,0.266666667,1.16E-04
CCBDDC,4,0.266666667,0.266666667,1.16E-04
CCAAAB,4,0.266666667,0.266666667,1.16E-04
CCAAAE,9,0.266666667,0.6,2.62E-04
CDDDBB,6,0.266666667,0.4,1.74E-04
CDDDDC,5,0.266666667,0.333333333,1.45E-04
CDDDCC,5,0.266666667,0.333333333,1.45E-04
CCAACB,4,0.266666667,0.266666667,1.16E-04
CCAADD,5,0.266666667,0.333333333,1.45E-04
AEACAC,6,0.266666667,0.4,1.74E-04
DDAEEA,4,0.266666667,0.266666667,1.16E-04
AADCDD,4,0.266666667,0.266666667,1.16E-04
DDAEDD,8,0.266666667,0.533333333,2.33E-04
CEEAEA,4,0.266666667,0.266666667,1.16E-04
DDAECD,4,0.266666667,0.266666667,1.16E-04
BBBCAC,7,0.266666667,0.466666667,2.04E-04
BBBCAD,6,0.266666667,0.4,1.74E-04
BBBCFC,7,0.266666667,0.466666667,2.04E-04
BBBCCF,12,0.266666667,0.8,3.49E-04
AEADDA,5,0.266666667,0.333333333,1.45E-04
DADCEA,4,0.266666667,0.266666667,1.16E-04
CCAEAA,7,0.266666667,0.466666667,2.04E-04
FCBBAA,5,0.266666667,0.333333333,1.45E-04
FCBBBB,7,0.266666667,0.466666667,2.04E-04
EAAAEA,5,0.266666667,0.333333333,1.45E-04
EAAADD,6,0.266666667,0.4,1.74E-04
AADDAF,5,0.266666667,0.333333333,1.45E-04
CCADDC,4,0.266666667,0.266666667,1.16E-04
EAAACA,7,0.266666667,0.466666667,2.04E-04
EAAACE,4,0.266666667,0.266666667,1.16E-04
CFFAAA,7,0.266666667,0.466666667,2.04E-04
AACAAB,9,0.266666667,0.6,2.62E-04
EAAAAH,5,0.266666667,0.333333333,1.45E-04
AADDCE,4,0.266666667,0.266666667,1.16E-04
AACAAC,4,0.266666667,0.266666667,1.16E-04
AADDDE,6,0.266666667,0.4,1.74E-04
HCHHHH,6,0.266666667,0.4,1.74E-04
AACADC,4,0.266666667,0.266666667,1.16E-04
BBCEAA,5,0.266666667,0.333333333,1.45E-04
HHEAAA,5,0.266666667,0.333333333,1.45E-04
BBBBCF,9,0.266666667,0.6,2.62E-04
BBBBDA,6,0.266666667,0.4,1.74E-04
BBBBDC,6,0.266666667,0.4,1.74E-04
BBBBCA,9,0.266666667,0.6,2.62E-04
BBBBCB,8,0.266666667,0.533333333,2.33E-04
BBBBAD,10,0.266666667,0.666666667,2.91E-04
DAEEAA,5,0.266666667,0.333333333,1.45E-04
BDHHHH,4,0.266666667,0.266666667,1.16E-04
AHHHHC,6,0.266666667,0.4,1.74E-04
CCACAA,9,0.266666667,0.6,2.62E-04
CCACCD,5,0.266666667,0.333333333,1.45E-04
CCACCC,12,0.266666667,0.8,3.49E-04
CCACCA,7,0.266666667,0.466666667,2.04E-04
CDCCAC,5,0.266666667,0.333333333,1.45E-04
CEECCC,7,0.266666667,0.466666667,2.04E-04
AHHHAC,4,0.266666667,0.266666667,1.16E-04
AHHHBB,6,0.266666667,0.4,1.74E-04
AECDDD,4,0.266666667,0.266666667,1.16E-04
ADADDA,5,0.266666667,0.333333333,1.45E-04
AAEACC,5,0.266666667,0.333333333,1.45E-04
AAEADD,4,0.266666667,0.266666667,1.16E-04
AAEAEE,5,0.266666667,0.333333333,1.45E-04
AAEAEA,6,0.266666667,0.4,1.74E-04
EABBBA,5,0.266666667,0.333333333,1.45E-04
CCBAAA,5,0.266666667,0.333333333,1.45E-04
DDABCC,4,0.266666667,0.266666667,1.16E-04
AAEAAC,8,0.266666667,0.533333333,2.33E-04
DDCHHH,5,0.266666667,0.333333333,1.45E-04
AAEABB,9,0.266666667,0.6,2.62E-04
AAEAAE,6,0.266666667,0.4,1.74E-04
CDDAEE,6,0.266666667,0.4,1.74E-04
CDDADA,5,0.266666667,0.333333333,1.45E-04
CDDACE,4,0.266666667,0.266666667,1.16E-04
HHHHHD,10,0.266666667,0.666666667,2.91E-04
FDDADD,6,0.266666667,0.4,1.74E-04
HHHHFA,5,0.266666667,0.333333333,1.45E-04
HHHHEA,5,0.266666667,0.333333333,1.45E-04
HHHHCF,4,0.266666667,0.266666667,1.16E-04
HHHHCB,4,0.266666667,0.266666667,1.16E-04
HHHHBA,5,0.266666667,0.333333333,1.45E-04
HHHHAD,8,0.266666667,0.533333333,2.33E-04
BBEEDD,4,0.266666667,0.266666667,1.16E-04
BABBBE,4,0.266666667,0.266666667,1.16E-04
BABBBA,9,0.266666667,0.6,2.62E-04
DEDDDD,4,0.266666667,0.266666667,1.16E-04
DDAABC,4,0.266666667,0.266666667,1.16E-04
CCCCDA,6,0.266666667,0.4,1.74E-04
DDAAAE,4,0.266666667,0.266666667,1.16E-04
DDBDDD,9,0.266666667,0.6,2.62E-04
CCCCCA,33,0.266666667,2.2,9.60E-04
CCCCEE,12,0.266666667,0.8,3.49E-04
BAABBC,6,0.266666667,0.4,1.74E-04
EHHHHH,7,0.266666667,0.466666667,2.04E-04
EACCCC,8,0.266666667,0.533333333,2.33E-04
CCCFCC,5,0.266666667,0.333333333,1.45E-04
CCBCCC,4,0.266666667,0.266666667,1.16E-04
CDDCAE,4,0.266666667,0.266666667,1.16E-04
DDADDB,4,0.266666667,0.266666667,1.16E-04
DDADCB,6,0.266666667,0.4,1.74E-04
AEAAEA,4,0.266666667,0.266666667,1.16E-04
AEAAED,5,0.266666667,0.333333333,1.45E-04
FCCBBA,4,0.266666667,0.266666667,1.16E-04
AEAACA,7,0.266666667,0.466666667,2.04E-04
BBDDAB,5,0.266666667,0.333333333,1.45E-04
BBDDAA,8,0.266666667,0.533333333,2.33E-04
AEAAAC,7,0.266666667,0.466666667,2.04E-04
BAAACD,4,0.266666667,0.266666667,1.16E-04
BBDDDE,6,0.266666667,0.4,1.74E-04
BAAAAD,6,0.266666667,0.4,1.74E-04
BAAAAF,4,0.266666667,0.266666667,1.16E-04
BBDDDC,4,0.266666667,0.266666667,1.16E-04
BBDDBB,11,0.266666667,0.733333333,3.20E-04
BAAACA,4,0.266666667,0.266666667,1.16E-04
HHHFHH,5,0.266666667,0.333333333,1.45E-04
BBCADD,5,0.266666667,0.333333333,1.45E-04
CCCEAA,11,0.266666667,0.733333333,3.20E-04
CCBBBC,5,0.266666667,0.333333333,1.45E-04
CCBBBB,23,0.266666667,1.533333333,6.69E-04
AADACF,4,0.266666667,0.266666667,1.16E-04
DDACAC,4,0.266666667,0.266666667,1.16E-04
FBBBBA,5,0.266666667,0.333333333,1.45E-04
DEEDEE,4,0.266666667,0.266666667,1.16E-04
DCADCA,4,0.266666667,0.266666667,1.16E-04
CBBCCC,5,0.266666667,0.333333333,1.45E-04
AEDDAE,4,0.266666667,0.266666667,1.16E-04
ADAAAH,4,0.266666667,0.266666667,1.16E-04
AAFAAD,6,0.266666667,0.4,1.74E-04
AAFABB,4,0.266666667,0.266666667,1.16E-04
EEADDD,4,0.266666667,0.266666667,1.16E-04
AAFAHH,4,0.266666667,0.266666667,1.16E-04
HHHDDD,7,0.266666667,0.466666667,2.04E-04
AEDDEE,4,0.266666667,0.266666667,1.16E-04
BBEAAA,8,0.266666667,0.533333333,2.33E-04
AEDDCE,4,0.266666667,0.266666667,1.16E-04
BADDDA,5,0.266666667,0.333333333,1.45E-04
BBEABB,4,0.266666667,0.266666667,1.16E-04
DDCCCD,6,0.266666667,0.4,1.74E-04
DDCCDA,4,0.266666667,0.266666667,1.16E-04
HHHCHH,6,0.266666667,0.4,1.74E-04
DCACDD,5,0.266666667,0.333333333,1.45E-04
CBBBAA,9,0.266666667,0.6,2.62E-04
CBBBAC,4,0.266666667,0.266666667,1.16E-04
CBBBAE,6,0.266666667,0.4,1.74E-04
CCEEEE,4,0.266666667,0.266666667,1.16E-04
ADCHHH,6,0.266666667,0.4,1.74E-04
ACAHHH,4,0.266666667,0.266666667,1.16E-04
ADABAA,5,0.266666667,0.333333333,1.45E-04
AAHHHB,6,0.266666667,0.4,1.74E-04
BABABB,8,0.266666667,0.533333333,2.33E-04
BACDDD,5,0.266666667,0.333333333,1.45E-04
EEAAAD,4,0.266666667,0.266666667,1.16E-04
BACDAA,4,0.266666667,0.266666667,1.16E-04
HHHCCD,6,0.266666667,0.4,1.74E-04
HHHCBA,4,0.266666667,0.266666667,1.16E-04
HHHCAD,4,0.266666667,0.266666667,1.16E-04
BBDABB,6,0.266666667,0.4,1.74E-04
EAEEAC,4,0.266666667,0.266666667,1.16E-04
CCCBBA,7,0.266666667,0.466666667,2.04E-04
AFFFCC,5,0.266666667,0.333333333,1.45E-04
FAADDA,6,0.266666667,0.4,1.74E-04
FBBAFF,4,0.266666667,0.266666667,1.16E-04
BACCAC,6,0.266666667,0.4,1.74E-04
EEABBB,5,0.266666667,0.333333333,1.45E-04
BACCAA,5,0.266666667,0.333333333,1.45E-04
DDDHHH,11,0.266666667,0.733333333,3.20E-04
DDCEDD,5,0.266666667,0.333333333,1.45E-04
AAFCBB,4,0.266666667,0.266666667,1.16E-04
CCCAAD,8,0.266666667,0.533333333,2.33E-04
DDCEAA,4,0.266666667,0.266666667,1.16E-04
FAAADA,4,0.266666667,0.266666667,1.16E-04
HHHABA,4,0.266666667,0.266666667,1.16E-04
HHHAAF,6,0.266666667,0.4,1.74E-04
HHHAAC,8,0.266666667,0.533333333,2.33E-04
ACABAB,4,0.266666667,0.266666667,1.16E-04
ACABBA,5,0.266666667,0.333333333,1.45E-04
DDDCEA,4,0.266666667,0.266666667,1.16E-04
DDDCCD,10,0.266666667,0.666666667,2.91E-04
DDDCCB,6,0.266666667,0.4,1.74E-04
ADCADC,4,0.266666667,0.266666667,1.16E-04
CAABAA,6,0.266666667,0.4,1.74E-04
CAABBA,5,0.266666667,0.333333333,1.45E-04
CBCBCC,4,0.266666667,0.266666667,1.16E-04
ADDFAA,5,0.266666667,0.333333333,1.45E-04
CAAAEC,6,0.266666667,0.4,1.74E-04
CCEAAA,9,0.266666667,0.6,2.62E-04
CAAAFF,9,0.266666667,0.6,2.62E-04
DDDBDD,9,0.266666667,0.6,2.62E-04
DDDBBD,6,0.266666667,0.4,1.74E-04
DDDBBC,7,0.266666667,0.466666667,2.04E-04
DDEEAE,5,0.266666667,0.333333333,1.45E-04
FAAAFA,5,0.266666667,0.333333333,1.45E-04
CAAAAE,8,0.266666667,0.533333333,2.33E-04
CBDDDD,5,0.266666667,0.333333333,1.45E-04
CAAADA,6,0.266666667,0.4,1.74E-04
AAGAAA,7,0.266666667,0.466666667,2.04E-04
FABBBB,8,0.266666667,0.533333333,2.33E-04
FABBAA,5,0.266666667,0.333333333,1.45E-04
EFFFDD,6,0.266666667,0.4,1.74E-04
HAHHHA,7,0.266666667,0.466666667,2.04E-04
AEEDDD,4,0.266666667,0.266666667,1.16E-04
ADCDDD,6,0.266666667,0.4,1.74E-04
ACADDD,5,0.266666667,0.333333333,1.45E-04
BEACAA,5,0.266666667,0.333333333,1.45E-04
DEEBBB,8,0.266666667,0.533333333,2.33E-04
FFAAAD,4,0.266666667,0.266666667,1.16E-04
DDDEEC,4,0.266666667,0.266666667,1.16E-04
DDDEAE,5,0.266666667,0.333333333,1.45E-04
CAADDA,5,0.266666667,0.333333333,1.45E-04
CAADDD,6,0.266666667,0.4,1.74E-04
CBBABB,4,0.266666667,0.266666667,1.16E-04
CBCDDD,4,0.266666667,0.266666667,1.16E-04
CBBAAF,4,0.266666667,0.266666667,1.16E-04
EAEAAE,5,0.266666667,0.333333333,1.45E-04
ADBBAA,4,0.266666667,0.266666667,1.16E-04
DDDDHH,10,0.266666667,0.666666667,2.91E-04
DDDDEE,10,0.266666667,0.666666667,2.91E-04
DCAACD,4,0.266666667,0.266666667,1.16E-04
BBHHHA,4,0.266666667,0.266666667,1.16E-04
DDDDDH,9,0.266666667,0.6,2.62E-04
DDDDDE,7,0.266666667,0.466666667,2.04E-04
DDDDED,5,0.266666667,0.333333333,1.45E-04
DDDDCE,5,0.266666667,0.333333333,1.45E-04
DDDDCD,11,0.266666667,0.733333333,3.20E-04
DDCAAA,13,0.266666667,0.866666667,3.78E-04
DDDDAF,5,0.266666667,0.333333333,1.45E-04
CAACAA,8,0.266666667,0.533333333,2.33E-04
CAACCC,16,0.266666667,1.066666667,4.65E-04
EDAAAA,5,0.266666667,0.333333333,1.45E-04
EEDDAA,5,0.266666667,0.333333333,1.45E-04
ACCDDD,6,0.266666667,0.4,1.74E-04
DCCBBC,5,0.266666667,0.333333333,1.45E-04
CACDDD,5,0.266666667,0.333333333,1.45E-04
CABAAA,8,0.266666667,0.533333333,2.33E-04
ADDBBD,7,0.266666667,0.466666667,2.04E-04
HDDHHH,6,0.266666667,0.4,1.74E-04
BAHHAA,4,0.266666667,0.266666667,1.16E-04
ABBHHH,9,0.266666667,0.6,2.62E-04
EAHHHH,5,0.266666667,0.333333333,1.45E-04
DBBDDD,6,0.266666667,0.4,1.74E-04
ACBAHH,4,0.266666667,0.266666667,1.16E-04
DCDDDA,6,0.266666667,0.4,1.74E-04
DCDDDD,9,0.266666667,0.6,2.62E-04
ADDAFA,7,0.266666667,0.466666667,2.04E-04
DBAAAB,6,0.266666667,0.4,1.74E-04
ADDAAB,4,0.266666667,0.266666667,1.16E-04
ADDAAF,4,0.266666667,0.266666667,1.16E-04
BAHHHH,9,0.266666667,0.6,2.62E-04
BDABBB,5,0.266666667,0.333333333,1.45E-04
CACCAA,17,0.266666667,1.133333333,4.94E-04
AHAAAA,6,0.266666667,0.4,1.74E-04
FADDAA,7,0.266666667,0.466666667,2.04E-04
ADDCCC,8,0.266666667,0.533333333,2.33E-04
ADDCDD,6,0.266666667,0.4,1.74E-04
ADDCAA,7,0.266666667,0.466666667,2.04E-04
ADDCAD,4,0.266666667,0.266666667,1.16E-04
DDDAED,5,0.266666667,0.333333333,1.45E-04
DDDAEA,5,0.266666667,0.333333333,1.45E-04
DCCDDD,10,0.266666667,0.666666667,2.91E-04
FFCCFC,4,0.266666667,0.266666667,1.16E-04
BEBBBA,4,0.266666667,0.266666667,1.16E-04
CCHHHH,8,0.266666667,0.533333333,2.33E-04
AAHAAA,7,0.266666667,0.466666667,2.04E-04
ACAACA,8,0.266666667,0.533333333,2.33E-04
ACAACE,4,0.266666667,0.266666667,1.16E-04
ACAAEA,5,0.266666667,0.333333333,1.45E-04
ADCAAA,7,0.266666667,0.466666667,2.04E-04
ADDDDF,5,0.266666667,0.333333333,1.45E-04
ACAADD,4,0.266666667,0.266666667,1.16E-04
ADDDAB,5,0.266666667,0.333333333,1.45E-04
ACAAAD,5,0.266666667,0.333333333,1.45E-04
BAEAAA,5,0.266666667,0.333333333,1.45E-04
CABBCC,4,0.266666667,0.266666667,1.16E-04
ABBCBB,4,0.266666667,0.266666667,1.16E-04
ABBCAA,4,0.266666667,0.266666667,1.16E-04
CFCCBB,6,0.266666667,0.4,1.74E-04
DBBABB,9,0.266666667,0.6,2.62E-04
DAADAA,6,0.266666667,0.4,1.74E-04
DAADAD,6,0.266666667,0.4,1.74E-04
DAADDC,5,0.266666667,0.333333333,1.45E-04
ABBBAC,8,0.266666667,0.533333333,2.33E-04
ABBBCC,8,0.266666667,0.533333333,2.33E-04
ABBBDA,6,0.266666667,0.4,1.74E-04
FADAAA,5,0.266666667,0.333333333,1.45E-04
AFAHHH,4,0.266666667,0.266666667,1.16E-04
ABBDDD,7,0.266666667,0.466666667,2.04E-04
ACDDAA,4,0.266666667,0.266666667,1.16E-04
CDAHHH,6,0.266666667,0.4,1.74E-04
ACDDAD,6,0.266666667,0.4,1.74E-04
CFCBBC,4,0.266666667,0.266666667,1.16E-04
CFCBBA,5,0.266666667,0.333333333,1.45E-04
DBCCDD,4,0.266666667,0.266666667,1.16E-04
DAACCC,8,0.266666667,0.533333333,2.33E-04
DAACAD,4,0.266666667,0.266666667,1.16E-04
ABBCDD,4,0.266666667,0.266666667,1.16E-04
ABBCCA,4,0.266666667,0.266666667,1.16E-04
FFCBBB,5,0.266666667,0.333333333,1.45E-04
EDDDAA,6,0.266666667,0.4,1.74E-04
CFBBBB,6,0.266666667,0.4,1.74E-04
ABABBC,5,0.266666667,0.333333333,1.45E-04
EDDDEE,4,0.266666667,0.266666667,1.16E-04
EDDDDE,5,0.266666667,0.333333333,1.45E-04
EEEAAA,11,0.266666667,0.733333333,3.20E-04
BDAAAE,4,0.266666667,0.266666667,1.16E-04
BDAAAA,4,0.266666667,0.266666667,1.16E-04
CACAAC,7,0.266666667,0.466666667,2.04E-04
CADDEE,4,0.266666667,0.266666667,1.16E-04
ACCCAA,11,0.266666667,0.733333333,3.20E-04
ACCCCA,14,0.266666667,0.933333333,4.07E-04
HBBHHH,4,0.266666667,0.266666667,1.16E-04
DBBBBD,4,0.266666667,0.266666667,1.16E-04
ACCBCC,4,0.266666667,0.266666667,1.16E-04
ACCBDD,5,0.266666667,0.333333333,1.45E-04
HHAACC,6,0.266666667,0.4,1.74E-04
HHAAAD,5,0.266666667,0.333333333,1.45E-04
HHAAAB,5,0.266666667,0.333333333,1.45E-04
HHAAAE,6,0.266666667,0.4,1.74E-04
BCBCCC,5,0.266666667,0.333333333,1.45E-04
BDDCAA,8,0.266666667,0.533333333,2.33E-04
CDAEAA,5,0.266666667,0.333333333,1.45E-04
FFFFFF,62,0.266666667,4.133333333,0.001802797
FFFFFC,12,0.266666667,0.8,3.49E-04
ABDDDA,5,0.266666667,0.333333333,1.45E-04
AAAAFB,5,0.266666667,0.333333333,1.45E-04
AAAAAG,6,0.266666667,0.4,1.74E-04
AABDDD,6,0.266666667,0.4,1.74E-04
EEHHHH,4,0.266666667,0.266666667,1.16E-04
AFADDA,5,0.266666667,0.333333333,1.45E-04
