Pattern String,Frequency,Sequence Support,Average Pattern Frequency,Proportional Pattern Frequency
ABBAAA,28,0.466666667,1.866666667,8.14E-04
DDDBBBB,12,0.466666667,0.8,3.49E-04
AAAFFAA,11,0.466666667,0.733333333,3.20E-04
DDDAAAA,12,0.466666667,0.8,3.49E-04
DADDDDD,19,0.466666667,1.266666667,5.53E-04
AAADDDA,10,0.466666667,0.666666667,2.91E-04
AAADDDD,20,0.466666667,1.333333333,5.82E-04
ABBBBBB,36,0.466666667,2.4,0.001047242
ABBBBAA,10,0.466666667,0.666666667,2.91E-04
ADDDDDD,36,0.466666667,2.4,0.001047242
HAAHHHH,12,0.466666667,0.8,3.49E-04
DDADDDD,24,0.466666667,1.6,6.98E-04
BBBBBBA,39,0.466666667,2.6,0.001134512
BBBBBAA,29,0.466666667,1.933333333,8.44E-04
AAAEAAA,15,0.466666667,1,4.36E-04
DAAAAAA,26,0.466666667,1.733333333,7.56E-04
AACDDDA,8,0.466666667,0.533333333,2.33E-04
HHAAAAH,9,0.466666667,0.6,2.62E-04
HAHHHHH,16,0.466666667,1.066666667,4.65E-04
AADDDDD,22,0.466666667,1.466666667,6.40E-04
HHHHHHF,13,0.466666667,0.866666667,3.78E-04
HHHHHAH,15,0.466666667,1,4.36E-04
AADDDAA,14,0.466666667,0.933333333,4.07E-04
HHHAAHH,10,0.466666667,0.666666667,2.91E-04
HHHAAAH,8,0.466666667,0.533333333,2.33E-04
AAABBAA,15,0.466666667,1,4.36E-04
AAABBBB,31,0.466666667,2.066666667,9.02E-04
AAABBBA,15,0.466666667,1,4.36E-04
AAAAAAD,22,0.466666667,1.466666667,6.40E-04
CDDDDAA,10,0.466666667,0.666666667,2.91E-04
CDDDDDA,7,0.466666667,0.466666667,2.04E-04
AAAAABA,12,0.466666667,0.8,3.49E-04
AAAAACC,16,0.466666667,1.066666667,4.65E-04
AAAAADD,20,0.466666667,1.333333333,5.82E-04
DCAAAAA,12,0.466666667,0.8,3.49E-04
DDDDAAC,7,0.466666667,0.466666667,2.04E-04
AAAACCA,16,0.466666667,1.066666667,4.65E-04
DDDDDAA,15,0.466666667,1,4.36E-04
AAAADAA,10,0.466666667,0.666666667,2.91E-04
AABBAAA,18,0.466666667,1.2,5.24E-04
AABBBBB,29,0.466666667,1.933333333,8.44E-04
AAAAEAA,13,0.466666667,0.866666667,3.78E-04
DHA,15,0.4,1,4.36E-04
BDH,8,0.4,0.533333333,2.32E-04
BED,20,0.4,1.333333333,5.81E-04
BEF,18,0.4,1.2,5.23E-04
AEH,12,0.4,0.8,3.48E-04
AGC,8,0.4,0.533333333,2.32E-04
GAE,8,0.4,0.533333333,2.32E-04
HDA,18,0.4,1.2,5.23E-04
GCC,7,0.4,0.466666667,2.03E-04
HFA,16,0.4,1.066666667,4.65E-04
HFH,11,0.4,0.733333333,3.19E-04
FDC,24,0.4,1.6,6.97E-04
EBF,17,0.4,1.133333333,4.94E-04
FDF,17,0.4,1.133333333,4.94E-04
FEB,17,0.4,1.133333333,4.94E-04
GGG,41,0.4,2.733333333,0.001190614
ECF,21,0.4,1.4,6.10E-04
EDF,9,0.4,0.6,2.61E-04
DBF,15,0.4,1,4.36E-04
CAG,16,0.4,1.066666667,4.65E-04
EFE,26,0.4,1.733333333,7.55E-04
ACCH,10,0.4,0.666666667,2.91E-04
BFFF,15,0.4,1,4.36E-04
CEAB,11,0.4,0.733333333,3.20E-04
ACEB,13,0.4,0.866666667,3.78E-04
CEBB,16,0.4,1.066666667,4.65E-04
ACFB,8,0.4,0.533333333,2.32E-04
CEEB,13,0.4,0.866666667,3.78E-04
BBBF,30,0.4,2,8.72E-04
CEED,14,0.4,0.933333333,4.07E-04
DHHD,12,0.4,0.8,3.49E-04
BBCH,8,0.4,0.533333333,2.32E-04
BBCE,17,0.4,1.133333333,4.94E-04
FFAF,27,0.4,1.8,7.84E-04
FFAH,10,0.4,0.666666667,2.91E-04
BBFC,7,0.4,0.466666667,2.03E-04
CABC,9,0.4,0.6,2.61E-04
FFCD,8,0.4,0.533333333,2.32E-04
FFCF,14,0.4,0.933333333,4.07E-04
DDFC,11,0.4,0.733333333,3.20E-04
HHCF,10,0.4,0.666666667,2.91E-04
FFFB,12,0.4,0.8,3.49E-04
HHDA,16,0.4,1.066666667,4.65E-04
FFFD,21,0.4,1.4,6.10E-04
ECCD,15,0.4,1,4.36E-04
CACE,18,0.4,1.2,5.23E-04
CAEC,15,0.4,1,4.36E-04
CAEB,10,0.4,0.666666667,2.91E-04
FFEA,16,0.4,1.066666667,4.65E-04
CAFC,10,0.4,0.666666667,2.91E-04
ECCE,17,0.4,1.133333333,4.94E-04
HHEA,10,0.4,0.666666667,2.91E-04
ECDE,6,0.4,0.4,1.74E-04
HHFF,11,0.4,0.733333333,3.20E-04
HHFH,10,0.4,0.666666667,2.91E-04
FBCF,8,0.4,0.533333333,2.32E-04
GAAA,22,0.4,1.466666667,6.39E-04
ADAF,10,0.4,0.666666667,2.91E-04
ADBC,11,0.4,0.733333333,3.20E-04
ADCH,10,0.4,0.666666667,2.91E-04
CFAC,11,0.4,0.733333333,3.20E-04
ADCE,17,0.4,1.133333333,4.94E-04
CFCF,12,0.4,0.8,3.49E-04
CFCE,9,0.4,0.6,2.61E-04
BCAB,15,0.4,1,4.36E-04
CFFD,12,0.4,0.8,3.49E-04
DEBB,8,0.4,0.533333333,2.32E-04
BCDC,6,0.4,0.4,1.74E-04
DEDA,7,0.4,0.466666667,2.03E-04
DECC,11,0.4,0.733333333,3.20E-04
DEEC,13,0.4,0.866666667,3.78E-04
DEEB,16,0.4,1.066666667,4.65E-04
CBAF,6,0.4,0.4,1.74E-04
CBAD,9,0.4,0.6,2.61E-04
CBBF,7,0.4,0.466666667,2.03E-04
DEEE,13,0.4,0.866666667,3.78E-04
DEED,19,0.4,1.266666667,5.52E-04
CBCF,13,0.4,0.866666667,3.78E-04
BCHH,10,0.4,0.666666667,2.91E-04
EDAD,9,0.4,0.6,2.61E-04
EDAE,10,0.4,0.666666667,2.91E-04
EDDE,30,0.4,2,8.72E-04
CBFF,8,0.4,0.533333333,2.32E-04
EDEE,12,0.4,0.8,3.49E-04
EDDB,13,0.4,0.866666667,3.78E-04
EDDC,18,0.4,1.2,5.23E-04
FCBC,13,0.4,0.866666667,3.78E-04
DADB,9,0.4,0.6,2.61E-04
FCCA,10,0.4,0.666666667,2.91E-04
HEAA,10,0.4,0.666666667,2.91E-04
FCEC,9,0.4,0.6,2.61E-04
HAAF,13,0.4,0.866666667,3.78E-04
HADA,12,0.4,0.8,3.49E-04
HADD,12,0.4,0.8,3.49E-04
HACD,11,0.4,0.733333333,3.20E-04
AECE,14,0.4,0.933333333,4.07E-04
AEEF,9,0.4,0.6,2.61E-04
AEEC,35,0.4,2.333333333,0.001016821
BDAB,18,0.4,1.2,5.23E-04
BDBC,7,0.4,0.466666667,2.03E-04
BDCB,11,0.4,0.733333333,3.20E-04
BDCA,9,0.4,0.6,2.61E-04
BDEE,8,0.4,0.533333333,2.32E-04
AABE,16,0.4,1.066666667,4.65E-04
AACH,9,0.4,0.6,2.61E-04
AADF,10,0.4,0.666666667,2.91E-04
BDHH,6,0.4,0.4,1.74E-04
EECB,10,0.4,0.666666667,2.91E-04
CCEC,22,0.4,1.466666667,6.39E-04
EEAD,19,0.4,1.266666667,5.52E-04
CCDF,7,0.4,0.466666667,2.03E-04
CCFB,15,0.4,1,4.36E-04
GGAA,14,0.4,0.933333333,4.07E-04
DBAC,10,0.4,0.666666667,2.91E-04
EEEE,56,0.4,3.733333333,0.001626914
DBDA,13,0.4,0.866666667,3.78E-04
GGGA,13,0.4,0.866666667,3.78E-04
FDDB,10,0.4,0.666666667,2.91E-04
EAAF,9,0.4,0.6,2.61E-04
EAAH,7,0.4,0.466666667,2.03E-04
EABA,24,0.4,1.6,6.97E-04
EADA,18,0.4,1.2,5.23E-04
EAFA,7,0.4,0.466666667,2.03E-04
EAFF,18,0.4,1.2,5.23E-04
HBBC,7,0.4,0.466666667,2.03E-04
EAHH,11,0.4,0.733333333,3.20E-04
AFAH,12,0.4,0.8,3.49E-04
AFAE,9,0.4,0.6,2.61E-04
AFCE,8,0.4,0.533333333,2.32E-04
CHAA,6,0.4,0.4,1.74E-04
AFCC,23,0.4,1.533333333,6.68E-04
AFEA,7,0.4,0.466666667,2.03E-04
BEAC,11,0.4,0.733333333,3.20E-04
AFFE,8,0.4,0.533333333,2.32E-04
BEAB,7,0.4,0.466666667,2.03E-04
AFFD,15,0.4,1,4.36E-04
AFFB,13,0.4,0.866666667,3.78E-04
BECA,10,0.4,0.666666667,2.91E-04
CHHC,13,0.4,0.866666667,3.78E-04
ABDB,18,0.4,1.2,5.23E-04
EFAA,11,0.4,0.733333333,3.20E-04
BAAG,8,0.4,0.533333333,2.32E-04
BABD,17,0.4,1.133333333,4.94E-04
FEAE,9,0.4,0.6,2.61E-04
BAFC,9,0.4,0.6,2.61E-04
DCDB,9,0.4,0.6,2.61E-04
DCCF,12,0.4,0.8,3.49E-04
DCED,9,0.4,0.6,2.61E-04
DCEB,9,0.4,0.6,2.61E-04
EBAB,7,0.4,0.466666667,2.03E-04
EBBF,7,0.4,0.466666667,2.03E-04
FAAF,19,0.4,1.266666667,5.52E-04
FAAE,21,0.4,1.4,6.10E-04
HCBB,7,0.4,0.466666667,2.03E-04
FADC,9,0.4,0.6,2.61E-04
HCBA,8,0.4,0.533333333,2.32E-04
FACF,8,0.4,0.533333333,2.32E-04
FAFC,9,0.4,0.6,2.61E-04
HCCD,12,0.4,0.8,3.49E-04
BFAF,6,0.4,0.4,1.74E-04
AGGC,6,0.4,0.4,1.74E-04
AGGA,15,0.4,1,4.36E-04
ACAH,11,0.4,0.733333333,3.20E-04
ACAF,13,0.4,0.866666667,3.78E-04
BFFA,12,0.4,0.8,3.49E-04
AABBD,14,0.4,0.933333333,4.07E-04
FFCCC,20,0.4,1.333333333,5.81E-04
FFCBB,12,0.4,0.8,3.49E-04
CAFAA,10,0.4,0.666666667,2.91E-04
FADDD,12,0.4,0.8,3.49E-04
FADDA,12,0.4,0.8,3.49E-04
CEAEA,7,0.4,0.466666667,2.03E-04
AAAFB,8,0.4,0.533333333,2.33E-04
CEAAC,12,0.4,0.8,3.49E-04
AAAHC,7,0.4,0.466666667,2.03E-04
BDDDC,9,0.4,0.6,2.62E-04
BDDBB,18,0.4,1.2,5.23E-04
AAADB,14,0.4,0.933333333,4.07E-04
AAACF,9,0.4,0.6,2.62E-04
AACBA,9,0.4,0.6,2.62E-04
BCCBA,7,0.4,0.466666667,2.03E-04
CFFCC,10,0.4,0.666666667,2.91E-04
AACAE,12,0.4,0.8,3.49E-04
ECADD,8,0.4,0.533333333,2.33E-04
FFDDC,7,0.4,0.466666667,2.03E-04
EDDAA,13,0.4,0.866666667,3.78E-04
AFAAD,8,0.4,0.533333333,2.33E-04
AABDD,13,0.4,0.866666667,3.78E-04
CEBAB,6,0.4,0.4,1.74E-04
BCBAA,8,0.4,0.533333333,2.33E-04
BBAAE,17,0.4,1.133333333,4.94E-04
AADCC,13,0.4,0.866666667,3.78E-04
DABDD,11,0.4,0.733333333,3.20E-04
AFBBB,7,0.4,0.466666667,2.03E-04
CFFFC,8,0.4,0.533333333,2.33E-04
BCCCA,13,0.4,0.866666667,3.78E-04
CEECC,12,0.4,0.8,3.49E-04
BBBCB,12,0.4,0.8,3.49E-04
BBBCF,19,0.4,1.266666667,5.52E-04
CEEAE,8,0.4,0.533333333,2.33E-04
BBBAF,10,0.4,0.666666667,2.91E-04
BBBAH,10,0.4,0.666666667,2.91E-04
BCEAA,7,0.4,0.466666667,2.03E-04
AAEAE,15,0.4,1,4.36E-04
AAECD,8,0.4,0.533333333,2.33E-04
FFFFC,20,0.4,1.333333333,5.81E-04
ECCCC,30,0.4,2,8.72E-04
FFFDD,12,0.4,0.8,3.49E-04
ECCAA,16,0.4,1.066666667,4.65E-04
DACDD,10,0.4,0.666666667,2.91E-04
DACAD,6,0.4,0.4,1.74E-04
DACAE,6,0.4,0.4,1.74E-04
DACAA,14,0.4,0.933333333,4.07E-04
DACBB,6,0.4,0.4,1.74E-04
CDADD,10,0.4,0.666666667,2.91E-04
BBADC,10,0.4,0.666666667,2.91E-04
BBAEA,17,0.4,1.133333333,4.94E-04
BBACE,10,0.4,0.666666667,2.91E-04
CDAAH,7,0.4,0.466666667,2.03E-04
CDCCA,10,0.4,0.666666667,2.91E-04
BBCBC,7,0.4,0.466666667,2.03E-04
BBCAD,10,0.4,0.666666667,2.91E-04
AAFFF,33,0.4,2.2,9.59E-04
ECDDA,12,0.4,0.8,3.49E-04
DADCA,6,0.4,0.4,1.74E-04
DADDC,16,0.4,1.066666667,4.65E-04
AEACC,12,0.4,0.8,3.49E-04
AEACA,14,0.4,0.933333333,4.07E-04
DADAD,9,0.4,0.6,2.62E-04
DADAA,19,0.4,1.266666667,5.52E-04
AEABB,19,0.4,1.266666667,5.52E-04
AEAAC,21,0.4,1.4,6.10E-04
AFDDD,7,0.4,0.466666667,2.03E-04
CEEEE,13,0.4,0.866666667,3.78E-04
BAACC,13,0.4,0.866666667,3.78E-04
CCAAC,30,0.4,2,8.72E-04
CDDDF,7,0.4,0.466666667,2.03E-04
CCACA,20,0.4,1.333333333,5.81E-04
BAAAE,13,0.4,0.866666667,3.78E-04
BAAAH,8,0.4,0.533333333,2.33E-04
CDDCA,13,0.4,0.866666667,3.78E-04
CDDCE,10,0.4,0.666666667,2.91E-04
CDDAB,11,0.4,0.733333333,3.20E-04
FFHHH,10,0.4,0.666666667,2.91E-04
EBBBC,6,0.4,0.4,1.74E-04
EBBBB,27,0.4,1.8,7.85E-04
DAEEA,7,0.4,0.466666667,2.03E-04
DAEEB,6,0.4,0.4,1.74E-04
DAECD,6,0.4,0.4,1.74E-04
DAEAD,6,0.4,0.4,1.74E-04
AEBBD,7,0.4,0.466666667,2.03E-04
AEBBB,15,0.4,1,4.36E-04
HHACA,12,0.4,0.8,3.49E-04
HHABA,6,0.4,0.4,1.74E-04
HHABB,10,0.4,0.666666667,2.91E-04
BBCFF,9,0.4,0.6,2.62E-04
CCBCC,15,0.4,1,4.36E-04
BBEAA,14,0.4,0.933333333,4.07E-04
AAHAA,13,0.4,0.866666667,3.78E-04
AFFFC,12,0.4,0.8,3.49E-04
AECBB,7,0.4,0.466666667,2.03E-04
AECAC,8,0.4,0.533333333,2.33E-04
AFFFF,33,0.4,2.2,9.59E-04
DEAEE,7,0.4,0.466666667,2.03E-04
BAAHH,6,0.4,0.4,1.74E-04
BACCA,15,0.4,1,4.36E-04
BBFFB,6,0.4,0.4,1.74E-04
BACCC,9,0.4,0.6,2.62E-04
BACAA,10,0.4,0.666666667,2.91E-04
BACAC,9,0.4,0.6,2.62E-04
EAAEA,13,0.4,0.866666667,3.78E-04
EAACA,18,0.4,1.2,5.23E-04
EAACC,16,0.4,1.066666667,4.65E-04
EAABA,10,0.4,0.666666667,2.91E-04
EAAAC,16,0.4,1.066666667,4.65E-04
ADAAD,16,0.4,1.066666667,4.65E-04
ADAAC,11,0.4,0.733333333,3.20E-04
AEDDA,14,0.4,0.933333333,4.07E-04
HHCAA,10,0.4,0.666666667,2.91E-04
HHCAD,7,0.4,0.466666667,2.03E-04
ADACA,8,0.4,0.533333333,2.33E-04
DDABD,12,0.4,0.8,3.49E-04
DDABA,9,0.4,0.6,2.62E-04
DDACC,12,0.4,0.8,3.49E-04
CBACC,7,0.4,0.466666667,2.03E-04
DDAAF,13,0.4,0.866666667,3.78E-04
HAAAB,7,0.4,0.466666667,2.03E-04
CCDDC,17,0.4,1.133333333,4.94E-04
CCDDB,10,0.4,0.666666667,2.91E-04
HAABA,7,0.4,0.466666667,2.03E-04
BADDC,7,0.4,0.466666667,2.03E-04
BADAA,10,0.4,0.666666667,2.91E-04
FCBBB,14,0.4,0.933333333,4.07E-04
FCBBA,12,0.4,0.8,3.49E-04
AFHHH,10,0.4,0.666666667,2.91E-04
AEEAE,17,0.4,1.133333333,4.94E-04
EHHHH,15,0.4,1,4.36E-04
DDBBD,19,0.4,1.266666667,5.52E-04
CBBBD,6,0.4,0.4,1.74E-04
CBBCB,10,0.4,0.666666667,2.91E-04
DDBAA,18,0.4,1.2,5.23E-04
EACCC,15,0.4,1,4.36E-04
HHEAA,7,0.4,0.466666667,2.03E-04
ADCAD,8,0.4,0.533333333,2.33E-04
AEFFF,21,0.4,1.4,6.10E-04
ADCCA,9,0.4,0.6,2.62E-04
DDAEA,13,0.4,0.866666667,3.78E-04
DDAFA,9,0.4,0.6,2.62E-04
DDCDA,7,0.4,0.466666667,2.03E-04
DDCED,8,0.4,0.533333333,2.33E-04
DDCCA,15,0.4,1,4.36E-04
DDCAE,11,0.4,0.733333333,3.20E-04
DDCAB,9,0.4,0.6,2.62E-04
HHHAD,13,0.4,0.866666667,3.78E-04
HHHCC,19,0.4,1.266666667,5.52E-04
HHHCF,7,0.4,0.466666667,2.03E-04
HHHCB,8,0.4,0.533333333,2.33E-04
HHHEA,8,0.4,0.533333333,2.33E-04
FCDDD,12,0.4,0.8,3.49E-04
EADDA,9,0.4,0.6,2.62E-04
ACADA,6,0.4,0.4,1.74E-04
ADDEE,8,0.4,0.533333333,2.33E-04
ACABA,16,0.4,1.066666667,4.65E-04
ADDEA,7,0.4,0.466666667,2.03E-04
ACAAB,21,0.4,1.4,6.10E-04
ADDAH,11,0.4,0.733333333,3.20E-04
EEADD,10,0.4,0.666666667,2.91E-04
EEACC,13,0.4,0.866666667,3.78E-04
CAAFA,7,0.4,0.466666667,2.03E-04
DCACD,8,0.4,0.533333333,2.33E-04
CAACD,8,0.4,0.533333333,2.33E-04
CAACE,6,0.4,0.4,1.74E-04
CAACB,6,0.4,0.4,1.74E-04
DDDDE,27,0.4,1.8,7.85E-04
DDDDB,32,0.4,2.133333333,9.30E-04
CAADA,11,0.4,0.733333333,3.20E-04
DDDEE,24,0.4,1.6,6.98E-04
DCABA,6,0.4,0.4,1.74E-04
CAAAF,15,0.4,1,4.36E-04
CAAAE,13,0.4,0.866666667,3.78E-04
CBDDD,10,0.4,0.666666667,2.91E-04
CBDDC,7,0.4,0.466666667,2.03E-04
DDDBD,11,0.4,0.733333333,3.20E-04
CAABB,17,0.4,1.133333333,4.94E-04
FBBBC,9,0.4,0.6,2.62E-04
EAEEE,13,0.4,0.866666667,3.78E-04
EAEEA,13,0.4,0.866666667,3.78E-04
ADEAA,12,0.4,0.8,3.49E-04
DDEDD,10,0.4,0.666666667,2.91E-04
DDEEC,7,0.4,0.466666667,2.03E-04
DDEEA,14,0.4,0.933333333,4.07E-04
CABAB,9,0.4,0.6,2.62E-04
CCHHA,8,0.4,0.533333333,2.33E-04
DDEAC,7,0.4,0.466666667,2.03E-04
ACCDC,13,0.4,0.866666667,3.78E-04
ACCCD,16,0.4,1.066666667,4.65E-04
ACCCF,8,0.4,0.533333333,2.33E-04
ACCAC,18,0.4,1.2,5.23E-04
ACCAE,13,0.4,0.866666667,3.78E-04
CHHAA,9,0.4,0.6,2.62E-04
ACEAE,6,0.4,0.4,1.74E-04
EECDD,8,0.4,0.533333333,2.33E-04
DCCDD,24,0.4,1.6,6.98E-04
CACCD,10,0.4,0.666666667,2.91E-04
CACCA,25,0.4,1.666666667,7.27E-04
CACDD,10,0.4,0.666666667,2.91E-04
CACDA,7,0.4,0.466666667,2.03E-04
CACBA,7,0.4,0.466666667,2.03E-04
CACBB,11,0.4,0.733333333,3.20E-04
FAABB,11,0.4,0.733333333,3.20E-04
FAAAC,10,0.4,0.666666667,2.91E-04
FAAAD,7,0.4,0.466666667,2.03E-04
FAAAB,9,0.4,0.6,2.62E-04
ABACB,7,0.4,0.466666667,2.03E-04
ABABC,10,0.4,0.666666667,2.91E-04
BDAAD,7,0.4,0.466666667,2.03E-04
ABAAD,11,0.4,0.733333333,3.20E-04
ABAAB,15,0.4,1,4.36E-04
EEDDE,8,0.4,0.533333333,2.33E-04
EEDDA,15,0.4,1,4.36E-04
EDAAA,10,0.4,0.666666667,2.91E-04
DBAAA,17,0.4,1.133333333,4.94E-04
FABBB,13,0.4,0.866666667,3.78E-04
ABBDD,15,0.4,1,4.36E-04
ABBAE,10,0.4,0.666666667,2.91E-04
ABBDA,11,0.4,0.733333333,3.20E-04
ADHHH,21,0.4,1.4,6.10E-04
FFBBB,12,0.4,0.8,3.49E-04
DBBDD,18,0.4,1.2,5.23E-04
EEEDD,7,0.4,0.466666667,2.03E-04
DDHHH,26,0.4,1.733333333,7.56E-04
DBBBC,11,0.4,0.733333333,3.20E-04
DBBAC,6,0.4,0.4,1.74E-04
CAEDD,8,0.4,0.533333333,2.33E-04
CFCCB,9,0.4,0.6,2.62E-04
ABCCD,6,0.4,0.4,1.74E-04
AACCCD,9,0.4,0.6,2.62E-04
ECDDDA,6,0.4,0.4,1.74E-04
BBAACC,9,0.4,0.6,2.62E-04
BBAABB,12,0.4,0.8,3.49E-04
BBAAFF,6,0.4,0.4,1.74E-04
DADDDC,12,0.4,0.8,3.49E-04
AABAAA,26,0.4,1.733333333,7.56E-04
BCCDDA,10,0.4,0.666666667,2.91E-04
BBADDC,6,0.4,0.4,1.74E-04
AABBAB,10,0.4,0.666666667,2.91E-04
ACHHHH,10,0.4,0.666666667,2.91E-04
CDAAAA,15,0.4,1,4.36E-04
BBBAAB,19,0.4,1.266666667,5.52E-04
BBCDDA,9,0.4,0.6,2.62E-04
BBBACA,11,0.4,0.733333333,3.20E-04
CCABBB,10,0.4,0.666666667,2.91E-04
HAAAHH,10,0.4,0.666666667,2.91E-04
BBCCAA,9,0.4,0.6,2.62E-04
BBCCCC,12,0.4,0.8,3.49E-04
BBCCDA,7,0.4,0.466666667,2.04E-04
CCAAAD,10,0.4,0.666666667,2.91E-04
CDDDAE,8,0.4,0.533333333,2.33E-04
CDDDCB,7,0.4,0.466666667,2.04E-04
DDAEED,6,0.4,0.4,1.74E-04
BBBCAA,8,0.4,0.533333333,2.33E-04
BBBCCD,14,0.4,0.933333333,4.07E-04
AEADDD,6,0.4,0.4,1.74E-04
BBBCCA,9,0.4,0.6,2.62E-04
AADDCA,8,0.4,0.533333333,2.33E-04
AADDDC,13,0.4,0.866666667,3.78E-04
EAAAAB,7,0.4,0.466666667,2.04E-04
AACACA,9,0.4,0.6,2.62E-04
DDAHHH,7,0.4,0.466666667,2.04E-04
BBBBCC,42,0.4,2.8,0.00122125
BBBBCD,12,0.4,0.8,3.49E-04
BBBBBC,37,0.4,2.466666667,0.001075863
BBBBAB,22,0.4,1.466666667,6.40E-04
BBBBAC,17,0.4,1.133333333,4.94E-04
BBBBHH,8,0.4,0.533333333,2.33E-04
CCCDDA,8,0.4,0.533333333,2.33E-04
CCCDDD,17,0.4,1.133333333,4.94E-04
DDABBB,13,0.4,0.866666667,3.78E-04
HHHHDD,13,0.4,0.866666667,3.78E-04
HHHHCC,14,0.4,0.933333333,4.07E-04
HHHHAE,7,0.4,0.466666667,2.04E-04
HHHHAC,12,0.4,0.8,3.49E-04
CCCCCD,22,0.4,1.466666667,6.40E-04
DDAAAB,10,0.4,0.666666667,2.91E-04
CCCCDD,16,0.4,1.066666667,4.65E-04
BAABBB,14,0.4,0.933333333,4.07E-04
CDDCBB,7,0.4,0.466666667,2.04E-04
DDADDC,12,0.4,0.8,3.49E-04
CCBBAA,10,0.4,0.666666667,2.91E-04
CCBBCC,10,0.4,0.666666667,2.91E-04
CDDBBB,8,0.4,0.533333333,2.33E-04
HHHEAA,6,0.4,0.4,1.74E-04
EADDDA,6,0.4,0.4,1.74E-04
ADAADD,9,0.4,0.6,2.62E-04
EEAEAA,8,0.4,0.533333333,2.33E-04
CDHHHH,9,0.4,0.6,2.62E-04
EEAAAA,16,0.4,1.066666667,4.65E-04
BBDAAA,8,0.4,0.533333333,2.33E-04
AAHHAA,16,0.4,1.066666667,4.65E-04
DDBBDD,11,0.4,0.733333333,3.20E-04
CBBDDD,8,0.4,0.533333333,2.33E-04
CCDDDA,10,0.4,0.666666667,2.91E-04
ACABBB,8,0.4,0.533333333,2.33E-04
DDDCCC,15,0.4,1,4.36E-04
DCBBAA,7,0.4,0.466666667,2.04E-04
CAAAAD,8,0.4,0.533333333,2.33E-04
CAAABB,9,0.4,0.6,2.62E-04
CAAADD,13,0.4,0.866666667,3.78E-04
FFAAAA,24,0.4,1.6,6.98E-04
DDCBBA,9,0.4,0.6,2.62E-04
CBBAAA,15,0.4,1,4.36E-04
AFHHHH,8,0.4,0.533333333,2.33E-04
DDCACD,7,0.4,0.466666667,2.04E-04
DDDDCC,19,0.4,1.266666667,5.52E-04
DDDDCB,12,0.4,0.8,3.49E-04
DDDDCA,10,0.4,0.666666667,2.91E-04
DDDDAB,10,0.4,0.666666667,2.91E-04
ADDAAD,12,0.4,0.8,3.49E-04
DDDADC,8,0.4,0.533333333,2.33E-04
DDDACA,8,0.4,0.533333333,2.33E-04
DDDAAE,11,0.4,0.733333333,3.20E-04
DDDABB,12,0.4,0.8,3.49E-04
DDDAAB,10,0.4,0.666666667,2.91E-04
ADDDCA,11,0.4,0.733333333,3.20E-04
ADDDCC,13,0.4,0.866666667,3.78E-04
ADDDDC,9,0.4,0.6,2.62E-04
ADDDAD,8,0.4,0.533333333,2.33E-04
ADDDBB,10,0.4,0.666666667,2.91E-04
ACAAAC,12,0.4,0.8,3.49E-04
AAAFAA,15,0.4,1,4.36E-04
DBBAAA,8,0.4,0.533333333,2.33E-04
DAADDD,17,0.4,1.133333333,4.94E-04
DAADDA,14,0.4,0.933333333,4.07E-04
ADHHHH,16,0.4,1.066666667,4.65E-04
ABBBBE,7,0.4,0.466666667,2.04E-04
ABBBBC,22,0.4,1.466666667,6.40E-04
ABAAAB,11,0.4,0.733333333,3.20E-04
ABABBA,8,0.4,0.533333333,2.33E-04
EDDDDD,9,0.4,0.6,2.62E-04
CADDDD,13,0.4,0.866666667,3.78E-04
DDHHHH,17,0.4,1.133333333,4.94E-04
DBBBDD,10,0.4,0.666666667,2.91E-04
DAAEAA,7,0.4,0.466666667,2.04E-04
HHAABA,7,0.4,0.466666667,2.04E-04
AAAACE,15,0.4,1,4.36E-04
AAAAEC,16,0.4,1.066666667,4.65E-04
AAAAAH,22,0.4,1.466666667,6.40E-04
BDDDAA,14,0.4,0.933333333,4.07E-04
BBBHHH,7,0.4,0.466666667,2.04E-04
AAACAD,7,0.4,0.466666667,2.04E-04
AAACAC,14,0.4,0.933333333,4.07E-04
AAACAB,11,0.4,0.733333333,3.20E-04
DABBAA,6,0.4,0.4,1.74E-04
AAADAD,10,0.4,0.666666667,2.91E-04
CEAAAA,17,0.4,1.133333333,4.94E-04
AAACDA,10,0.4,0.666666667,2.91E-04
AAACEA,14,0.4,0.933333333,4.07E-04
BDDDDA,9,0.4,0.6,2.62E-04
BCAAAA,8,0.4,0.533333333,2.33E-04
DAAAHH,7,0.4,0.466666667,2.04E-04
DAAABB,12,0.4,0.8,3.49E-04
AAAEAD,7,0.4,0.466666667,2.04E-04
ABBACC,6,0.4,0.4,1.74E-04
ABBAAC,8,0.4,0.533333333,2.33E-04
ABAAAAA,20,0.4,1.333333333,5.82E-04
AHHHHAA,12,0.4,0.8,3.49E-04
HHHAHHH,16,0.4,1.066666667,4.65E-04
DDDAACA,6,0.4,0.4,1.75E-04
DDDAADD,15,0.4,1,4.36E-04
BBABBBB,18,0.4,1.2,5.24E-04
ABBBAAA,13,0.4,0.866666667,3.78E-04
FFAAAAA,18,0.4,1.2,5.24E-04
ABBAAAA,15,0.4,1,4.36E-04
BBBAABB,9,0.4,0.6,2.62E-04
BBBAAAA,26,0.4,1.733333333,7.56E-04
BBBBCDD,9,0.4,0.6,2.62E-04
BBBBCCC,18,0.4,1.2,5.24E-04
